id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,fixtureName
532788,95,MissedShots,0.9169999694824219,0.5659999847412109,0.04331051930785179,Hee-Chan Hwang,a,8845,OpenPlay,2023,Head,22284,Manchester United,Wolverhampton Wanderers,1,0,2023-08-14 19:00:00,,None,Manchester United v Wolverhampton Wanderers
532881,2,Goal,0.9390000152587891,0.524000015258789,0.4561017155647278,Taiwo Awoniyi,h,7814,OpenPlay,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Serge Aurier,Aerial,Nottingham Forest v Sheffield United
532882,13,SavedShot,0.8019999694824219,0.5479999923706055,0.06159929186105728,Morgan Gibbs-White,h,6857,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Taiwo Awoniyi,Pass,Nottingham Forest v Sheffield United
532883,15,MissedShots,0.9519999694824218,0.5270000076293946,0.10559770464897156,Scott McKenna,h,10757,FromCorner,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Joe Worrall,HeadPass,Nottingham Forest v Sheffield United
532884,30,BlockedShot,0.845,0.30700000762939456,0.0499471090734005,Brennan Johnson,h,10760,OpenPlay,2023,LeftFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Morgan Gibbs-White,Pass,Nottingham Forest v Sheffield United
532885,31,MissedShots,0.9309999847412109,0.4909999847412109,0.11900794506072998,Willy Boly,h,6850,FromCorner,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Morgan Gibbs-White,Cross,Nottingham Forest v Sheffield United
532887,39,BlockedShot,0.805,0.49,0.060687411576509476,Brennan Johnson,h,10760,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532888,42,MissedShots,0.9209999847412109,0.49900001525878906,0.04835672676563263,Joe Worrall,h,10756,FromCorner,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Morgan Gibbs-White,Aerial,Nottingham Forest v Sheffield United
532889,42,MissedShots,0.9569999694824218,0.3120000076293945,0.022981125861406326,Serge Aurier,h,3600,FromCorner,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Joe Worrall,Rebound,Nottingham Forest v Sheffield United
532890,44,MissedShots,0.77,0.6940000152587891,0.025770094245672226,Morgan Gibbs-White,h,6857,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Neco Williams,TakeOn,Nottingham Forest v Sheffield United
532895,61,MissedShots,0.745,0.3189999961853027,0.014450658112764359,Danilo,h,11317,OpenPlay,2023,LeftFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Taiwo Awoniyi,Pass,Nottingham Forest v Sheffield United
532896,64,SavedShot,0.9640000152587891,0.47200000762939454,0.13568224012851715,Willy Boly,h,6850,FromCorner,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532898,70,BlockedShot,0.8190000152587891,0.49900001525878906,0.053892750293016434,Danilo,h,11317,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532899,70,BlockedShot,0.81,0.59,0.05134916305541992,Anthony Elanga,h,9524,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Danilo,Pass,Nottingham Forest v Sheffield United
532900,71,BlockedShot,0.8030000305175782,0.710999984741211,0.02352273091673851,Neco Williams,h,8204,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Danilo,Pass,Nottingham Forest v Sheffield United
532901,72,MissedShots,0.874000015258789,0.425,0.03313583508133888,Joe Worrall,h,10756,SetPiece,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Morgan Gibbs-White,Cross,Nottingham Forest v Sheffield United
532903,88,Goal,0.9180000305175782,0.44099998474121094,0.11083554476499557,Chris Wood,h,4456,OpenPlay,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Serge Aurier,Cross,Nottingham Forest v Sheffield United
532886,33,SavedShot,0.7469999694824219,0.585,0.01856917329132557,Vinicius Souza,a,10872,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532891,45,BlockedShot,0.8869999694824219,0.46099998474121096,0.07720787823200226,Anel Ahmedhodzic,a,10386,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532892,47,Goal,0.8180000305175781,0.69,0.02058557979762554,Gustavo Hamer,a,11839,FromCorner,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532893,50,MissedShots,0.8680000305175781,0.710999984741211,0.04274601489305496,Jack Robinson,a,8286,OpenPlay,2023,LeftFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Vinicius Souza,BallRecovery,Nottingham Forest v Sheffield United
532894,51,MissedShots,0.7440000152587891,0.4759999847412109,0.017950663343071938,Vinicius Souza,a,10872,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
532897,68,MissedShots,0.9540000152587891,0.6,0.05275612697005272,William Osula,a,9556,FromCorner,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Gustavo Hamer,Cross,Nottingham Forest v Sheffield United
532902,77,SavedShot,0.8630000305175781,0.385,0.3212226927280426,Bénie Traoré,a,11729,OpenPlay,2023,RightFoot,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,,None,Nottingham Forest v Sheffield United
533138,2,BlockedShot,0.7980000305175782,0.5120000076293946,0.044488079845905304,Mario Lemina,h,1299,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Pedro Neto,Pass,Wolverhampton Wanderers v Brighton
533142,25,MissedShots,0.6790000152587891,0.5690000152587891,0.01256983820348978,Craig Dawson,h,804,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Max Kilman,Pass,Wolverhampton Wanderers v Brighton
533144,27,SavedShot,0.855,0.629000015258789,0.322572261095047,Fabio Silva,h,8778,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Matheus Cunha,Throughball,Wolverhampton Wanderers v Brighton
533145,28,SavedShot,0.9530000305175781,0.5479999923706055,0.08434974402189255,Craig Dawson,h,804,FromCorner,2023,OtherBodyPart,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Matheus Nunes,Aerial,Wolverhampton Wanderers v Brighton
533146,31,MissedShots,0.8719999694824219,0.7040000152587891,0.10589331388473511,Matheus Nunes,h,11000,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Matheus Cunha,Throughball,Wolverhampton Wanderers v Brighton
533148,36,MissedShots,0.89,0.31,0.09001222997903824,Pedro Neto,h,6382,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Fabio Silva,Pass,Wolverhampton Wanderers v Brighton
533149,37,BlockedShot,0.775,0.525,0.027802709490060806,João Gomes,h,11384,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Rayan Ait Nouri,Pass,Wolverhampton Wanderers v Brighton
533150,39,MissedShots,0.8880000305175781,0.655,0.32795247435569763,Rayan Ait Nouri,h,6674,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,,None,Wolverhampton Wanderers v Brighton
533157,60,ShotOnPost,0.965999984741211,0.47099998474121096,0.6108065247535706,Mario Lemina,h,1299,SetPiece,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Pablo Sarabia,Cross,Wolverhampton Wanderers v Brighton
533158,60,SavedShot,0.965999984741211,0.49,0.6011396646499634,Matheus Cunha,h,7080,SetPiece,2023,Head,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Hee-Chan Hwang,HeadPass,Wolverhampton Wanderers v Brighton
533159,60,Goal,0.9259999847412109,0.5990000152587891,0.04299672693014145,Hee-Chan Hwang,h,8845,FromCorner,2023,Head,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Pablo Sarabia,Cross,Wolverhampton Wanderers v Brighton
533162,74,BlockedShot,0.8730000305175781,0.4620000076293945,0.23197753727436066,Pedro Neto,h,6382,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,,TakeOn,Wolverhampton Wanderers v Brighton
533163,74,SavedShot,0.845999984741211,0.26600000381469724,0.03142847120761871,Pablo Sarabia,h,2199,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Pedro Neto,Pass,Wolverhampton Wanderers v Brighton
533167,89,MissedShots,0.7659999847412109,0.5429999923706055,0.019421162083745003,Nélson Semedo,h,6163,FromCorner,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,,None,Wolverhampton Wanderers v Brighton
533168,93,BlockedShot,0.865999984741211,0.600999984741211,0.08898574113845825,Hugo Bueno,h,10140,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Matheus Cunha,Pass,Wolverhampton Wanderers v Brighton
533169,93,BlockedShot,0.865999984741211,0.5970000076293945,0.05028897896409035,Hugo Bueno,h,10140,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,,Rebound,Wolverhampton Wanderers v Brighton
533139,11,MissedShots,0.7709999847412109,0.5820000076293945,0.026693962514400482,Julio Enciso,a,11058,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Pascal Groß,Pass,Wolverhampton Wanderers v Brighton
533140,13,MissedShots,0.8619999694824219,0.62,0.11685632914304733,Danny Welbeck,a,501,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Kaoru Mitoma,Pass,Wolverhampton Wanderers v Brighton
533141,14,Goal,0.9069999694824219,0.575,0.4574770927429199,Kaoru Mitoma,a,10806,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Estupiñán,TakeOn,Wolverhampton Wanderers v Brighton
533143,26,BlockedShot,0.8809999847412109,0.735,0.05964342877268791,Julio Enciso,a,11058,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Estupiñán,TakeOn,Wolverhampton Wanderers v Brighton
533147,32,MissedShots,0.774000015258789,0.5270000076293946,0.03828192129731178,Julio Enciso,a,11058,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Kaoru Mitoma,Pass,Wolverhampton Wanderers v Brighton
533151,44,SavedShot,0.9180000305175782,0.40400001525878904,0.1313348263502121,Solly March,a,6049,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Danny Welbeck,TakeOn,Wolverhampton Wanderers v Brighton
533152,45,SavedShot,0.8130000305175781,0.33799999237060546,0.04624073952436447,Danny Welbeck,a,501,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Solly March,Chipped,Wolverhampton Wanderers v Brighton
533153,45,Goal,0.9109999847412109,0.5790000152587891,0.410749226808548,Estupiñán,a,5136,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Kaoru Mitoma,Pass,Wolverhampton Wanderers v Brighton
533154,50,Goal,0.9269999694824219,0.525,0.654384434223175,Solly March,a,6049,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Julio Enciso,Pass,Wolverhampton Wanderers v Brighton
533155,53,SavedShot,0.8580000305175781,0.28200000762939453,0.3136484622955322,Julio Enciso,a,11058,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,James Milner,Throughball,Wolverhampton Wanderers v Brighton
533156,54,Goal,0.9259999847412109,0.5220000076293946,0.569789707660675,Solly March,a,6049,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Julio Enciso,Pass,Wolverhampton Wanderers v Brighton
533160,67,BlockedShot,0.905,0.6020000076293945,0.12869122624397278,João Pedro,a,8272,OpenPlay,2023,RightFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Pascal Groß,Pass,Wolverhampton Wanderers v Brighton
533161,67,MissedShots,0.9159999847412109,0.52,0.05939377844333649,Evan Ferguson,a,10177,OpenPlay,2023,Head,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Kaoru Mitoma,Aerial,Wolverhampton Wanderers v Brighton
533164,82,MissedShots,0.9730000305175781,0.6609999847412109,0.07167024165391922,Estupiñán,a,5136,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,,None,Wolverhampton Wanderers v Brighton
533165,83,BlockedShot,0.7919999694824219,0.32099998474121094,0.035281356424093246,Solly March,a,6049,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Mahmoud Dahoud,Pass,Wolverhampton Wanderers v Brighton
533166,84,SavedShot,0.8109999847412109,0.2979999923706055,0.03548348695039749,Solly March,a,6049,OpenPlay,2023,LeftFoot,22286,Wolverhampton Wanderers,Brighton,1,4,2023-08-19 14:00:00,Adam Lallana,Pass,Wolverhampton Wanderers v Brighton
533171,5,MissedShots,0.914000015258789,0.5120000076293946,0.1110338419675827,Issa Diop,h,3203,FromCorner,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,None,Fulham v Brentford
533172,8,MissedShots,0.6659999847412109,0.5879999923706055,0.010393783450126648,Andreas Pereira,h,922,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,BallRecovery,Fulham v Brentford
533175,21,BlockedShot,0.7659999847412109,0.5840000152587891,0.016806267201900482,Issa Diop,h,3203,SetPiece,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,None,Fulham v Brentford
533179,33,BlockedShot,0.775,0.7190000152587891,0.01848810352385044,Bobby Reid,h,6827,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Harrison Reed,Pass,Fulham v Brentford
533183,49,BlockedShot,0.789000015258789,0.5609999847412109,0.03205651044845581,Raúl Jiménez,h,4105,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Harrison Reed,BallTouch,Fulham v Brentford
533184,52,ShotOnPost,0.8619999694824219,0.425,0.07245244830846786,Bobby Reid,h,6827,OpenPlay,2023,LeftFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Harrison Reed,Pass,Fulham v Brentford
533186,57,SavedShot,0.754000015258789,0.6179999923706054,0.01702742464840412,Harry Wilson,h,5596,OpenPlay,2023,LeftFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Andreas Pereira,BallTouch,Fulham v Brentford
533189,68,BlockedShot,0.8569999694824219,0.6480000305175782,0.04780588299036026,Raúl Jiménez,h,4105,FromCorner,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Harry Wilson,Pass,Fulham v Brentford
533192,81,MissedShots,0.765,0.565,0.07383478432893753,Willian,h,700,DirectFreekick,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,Standard,Fulham v Brentford
533170,2,MissedShots,0.9109999847412109,0.32299999237060545,0.0524207167327404,Yoane Wissa,a,5786,SetPiece,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,None,Fulham v Brentford
533173,14,SavedShot,0.9169999694824219,0.41200000762939454,0.09798983484506607,Bryan Mbeumo,a,6552,OpenPlay,2023,LeftFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Mathias Jensen,Chipped,Fulham v Brentford
533174,18,MissedShots,0.5779999923706055,0.735999984741211,0.019623296335339546,Mathias Jensen,a,7166,DirectFreekick,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,Standard,Fulham v Brentford
533176,23,MissedShots,0.8959999847412109,0.615999984741211,0.009728962555527687,Christian Nørgaard,a,7083,SetPiece,2023,Head,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Mathias Jensen,Aerial,Fulham v Brentford
533177,23,SavedShot,0.93,0.515,0.07613712549209595,Yoane Wissa,a,5786,SetPiece,2023,Head,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,Aerial,Fulham v Brentford
533178,27,SavedShot,0.7709999847412109,0.4179999923706055,0.028178595006465912,Yoane Wissa,a,5786,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,BallRecovery,Fulham v Brentford
533180,37,MissedShots,0.919000015258789,0.54,0.09496916830539703,Yoane Wissa,a,5786,FromCorner,2023,LeftFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Bryan Mbeumo,Cross,Fulham v Brentford
533181,43,Goal,0.8719999694824219,0.42700000762939455,0.35482925176620483,Yoane Wissa,a,5786,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,BallRecovery,Fulham v Brentford
533182,45,MissedShots,0.9730000305175781,0.5929999923706055,0.047134194523096085,Nathan Collins,a,9733,OpenPlay,2023,Head,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Mathias Jensen,Aerial,Fulham v Brentford
533185,53,SavedShot,0.845999984741211,0.5070000076293946,0.08560581505298615,Mathias Jensen,a,7166,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,None,Fulham v Brentford
533187,61,BlockedShot,0.9519999694824218,0.4809999847412109,0.14793522655963898,Yoane Wissa,a,5786,OpenPlay,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Ethan Pinnock,HeadPass,Fulham v Brentford
533188,65,Goal,0.885,0.5,0.7611688375473022,Bryan Mbeumo,a,6552,Penalty,2023,LeftFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,Standard,Fulham v Brentford
533190,74,MissedShots,0.9169999694824219,0.435,0.06454186141490936,Ethan Pinnock,a,9678,FromCorner,2023,Head,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Mathias Jensen,Cross,Fulham v Brentford
533191,74,MissedShots,0.9630000305175781,0.524000015258789,0.2506842017173767,Yoane Wissa,a,5786,FromCorner,2023,Head,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Ethan Pinnock,Foul,Fulham v Brentford
533193,91,Goal,0.9640000152587891,0.5129999923706055,0.8103819489479065,Bryan Mbeumo,a,6552,OpenPlay,2023,LeftFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Kristoffer Ajer,Pass,Fulham v Brentford
533194,94,BlockedShot,0.8730000305175781,0.519000015258789,0.09835804998874664,Kristoffer Ajer,a,9677,SetPiece,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,Vitaly Janelt,Pass,Fulham v Brentford
533195,94,SavedShot,0.9369999694824219,0.5670000076293945,0.5203810930252075,Keane Lewis-Potter,a,10809,SetPiece,2023,RightFoot,22287,Fulham,Brentford,0,3,2023-08-19 14:00:00,,Rebound,Fulham v Brentford
533197,5,ShotOnPost,0.925,0.495,0.05305583029985428,Virgil van Dijk,h,833,FromCorner,2023,Head,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Andrew Robertson,Aerial,Liverpool v Bournemouth
533198,12,SavedShot,0.9419999694824219,0.25799999237060545,0.030611610040068626,Trent Alexander-Arnold,h,1791,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Mohamed Salah,Pass,Liverpool v Bournemouth
533199,17,BlockedShot,0.875999984741211,0.6530000305175782,0.05203597992658615,Luis Díaz,h,10408,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Trent Alexander-Arnold,Chipped,Liverpool v Bournemouth
533200,17,BlockedShot,0.825,0.5629999923706055,0.047116149216890335,Luis Díaz,h,10408,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Rebound,Liverpool v Bournemouth
533201,17,BlockedShot,0.8869999694824219,0.6379999923706055,0.0562657006084919,Dominik Szoboszlai,h,9788,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Rebound,Liverpool v Bournemouth
533202,18,MissedShots,0.7909999847412109,0.6580000305175782,0.02129107154905796,Cody Gakpo,h,11296,FromCorner,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Mohamed Salah,Pass,Liverpool v Bournemouth
533204,27,Goal,0.9209999847412109,0.45799999237060546,0.09050827473402023,Luis Díaz,h,10408,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,None,Liverpool v Bournemouth
533205,33,MissedShots,0.8190000152587891,0.5720000076293945,0.05514945462346077,Mohamed Salah,h,1250,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Diogo Jota,Pass,Liverpool v Bournemouth
533206,35,SavedShot,0.885,0.5,0.7611688375473022,Mohamed Salah,h,1250,Penalty,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Standard,Liverpool v Bournemouth
533207,35,Goal,0.9569999694824218,0.5259999847412109,0.6668094396591187,Mohamed Salah,h,1250,SetPiece,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Rebound,Liverpool v Bournemouth
533208,44,SavedShot,0.8640000152587891,0.3370000076293945,0.07277153432369232,Trent Alexander-Arnold,h,1791,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Cody Gakpo,Pass,Liverpool v Bournemouth
533209,45,MissedShots,0.9269999694824219,0.5379999923706055,0.04848124831914902,Virgil van Dijk,h,833,FromCorner,2023,Head,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Andrew Robertson,Aerial,Liverpool v Bournemouth
533213,45,BlockedShot,0.769000015258789,0.42700000762939455,0.009646824561059475,Trent Alexander-Arnold,h,1791,FromCorner,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Dominik Szoboszlai,Chipped,Liverpool v Bournemouth
533210,47,BlockedShot,0.8019999694824219,0.39599998474121095,0.05146188661456108,Dominik Szoboszlai,h,9788,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Diogo Jota,Pass,Liverpool v Bournemouth
533211,47,MissedShots,0.9130000305175782,0.5459999847412109,0.026518821716308594,Ibrahima Konaté,h,6326,FromCorner,2023,Head,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Trent Alexander-Arnold,Aerial,Liverpool v Bournemouth
533215,49,MissedShots,0.904000015258789,0.4879999923706055,0.0690808966755867,Diogo Jota,h,6854,FromCorner,2023,Head,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Andrew Robertson,Cross,Liverpool v Bournemouth
533216,50,MissedShots,0.7769999694824219,0.395,0.03830121085047722,Diogo Jota,h,6854,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,None,Liverpool v Bournemouth
533217,52,SavedShot,0.965,0.34599998474121096,0.3147304058074951,Mohamed Salah,h,1250,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,None,Liverpool v Bournemouth
533218,53,BlockedShot,0.8640000152587891,0.5429999923706055,0.11643854528665543,Cody Gakpo,h,11296,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Luis Díaz,Pass,Liverpool v Bournemouth
533219,53,BlockedShot,0.8569999694824219,0.524000015258789,0.08991779386997223,Cody Gakpo,h,11296,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Rebound,Liverpool v Bournemouth
533220,57,BlockedShot,0.9159999847412109,0.56,0.12400434911251068,Diogo Jota,h,6854,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Luis Díaz,Cross,Liverpool v Bournemouth
533221,61,SavedShot,0.775,0.3029999923706055,0.02136394754052162,Dominik Szoboszlai,h,9788,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Trent Alexander-Arnold,Pass,Liverpool v Bournemouth
533222,61,Goal,0.9619999694824218,0.5279999923706055,0.6706581711769104,Diogo Jota,h,6854,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Rebound,Liverpool v Bournemouth
533223,66,SavedShot,0.9480000305175781,0.3940000152587891,0.18728122115135193,Diogo Jota,h,6854,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,TakeOn,Liverpool v Bournemouth
533225,71,SavedShot,0.534000015258789,0.3579999923706055,0.018901178613305092,Virgil van Dijk,h,833,DirectFreekick,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,,Standard,Liverpool v Bournemouth
533228,82,MissedShots,0.805,0.62,0.10115671902894974,Mohamed Salah,h,1250,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Virgil van Dijk,Pass,Liverpool v Bournemouth
533196,2,Goal,0.8680000305175781,0.37900001525878907,0.06995689868927002,Antoine Semenyo,a,11363,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Dominic Solanke,Dispossessed,Liverpool v Bournemouth
533203,18,MissedShots,0.710999984741211,0.49200000762939455,0.023462766781449318,Dominic Solanke,a,1679,OpenPlay,2023,RightFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Marcos Senesi,Pass,Liverpool v Bournemouth
533212,48,SavedShot,0.774000015258789,0.5770000076293945,0.025351595133543015,Antoine Semenyo,a,11363,OpenPlay,2023,LeftFoot,22288,Liverpool,Bournemouth,3,1,2023-08-19 14:00:00,Joe Rothwell,BallRecovery,Liverpool v Bournemouth
