id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,fixtureName
531932,14,MissedShots,0.86,0.635,0.05805481970310211,Luca Koleosho,h,10620,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Vitinho,Pass,Burnley v Manchester City
531933,17,SavedShot,0.8859999847412109,0.6719999694824219,0.06125757470726967,Zeki Amdouni,h,11701,OpenPlay,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Luca Koleosho,Pass,Burnley v Manchester City
531934,28,MissedShots,0.87,0.750999984741211,0.01711176335811615,Lyle Foster,h,7498,OpenPlay,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,,TakeOn,Burnley v Manchester City
531936,36,BlockedShot,0.86,0.455,0.09761640429496765,Lyle Foster,h,7498,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Luca Koleosho,Pass,Burnley v Manchester City
531947,79,BlockedShot,0.8169999694824219,0.5359999847412109,0.0639837458729744,Anass Zaroury,h,11703,OpenPlay,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Lyle Foster,Pass,Burnley v Manchester City
531948,81,MissedShots,0.9580000305175781,0.37599998474121094,0.013008161447942257,Jacob Bruun Larsen,h,5355,FromCorner,2023,Head,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Anass Zaroury,Aerial,Burnley v Manchester City
531929,3,Goal,0.9369999694824219,0.5059999847412109,0.5058456659317017,Erling Haaland,a,8260,FromCorner,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Rodri,HeadPass,Burnley v Manchester City
531930,5,MissedShots,0.7190000152587891,0.3890000152587891,0.01889444887638092,Kevin De Bruyne,a,447,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Phil Foden,Pass,Burnley v Manchester City
531931,10,MissedShots,0.9519999694824218,0.4209999847412109,0.13024680316448212,Erling Haaland,a,8260,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Kevin De Bruyne,Cross,Burnley v Manchester City
531935,35,Goal,0.8909999847412109,0.385,0.11321365833282471,Erling Haaland,a,8260,OpenPlay,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Julián Álvarez,Pass,Burnley v Manchester City
531937,45,SavedShot,0.8980000305175782,0.48200000762939454,0.16869960725307465,Phil Foden,a,6055,OpenPlay,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Mateo Kovacic,TakeOn,Burnley v Manchester City
531938,51,BlockedShot,0.9440000152587891,0.6819999694824219,0.13275626301765442,Erling Haaland,a,8260,OpenPlay,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Julián Álvarez,Throughball,Burnley v Manchester City
531939,52,BlockedShot,0.950999984741211,0.625999984741211,0.07316727191209793,Phil Foden,a,6055,FromCorner,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,,None,Burnley v Manchester City
531940,54,SavedShot,0.705999984741211,0.43900001525878907,0.014352702535688877,Rodri,a,2496,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Kyle Walker,BallRecovery,Burnley v Manchester City
531941,54,SavedShot,0.865999984741211,0.485,0.020431943237781525,Rodri,a,2496,FromCorner,2023,Head,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Julián Álvarez,Cross,Burnley v Manchester City
531942,59,MissedShots,0.8819999694824219,0.33599998474121096,0.08655776083469391,Julián Álvarez,a,10846,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Erling Haaland,Pass,Burnley v Manchester City
531943,66,BlockedShot,0.8590000152587891,0.3920000076293945,0.10010907053947449,Rodri,a,2496,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Julián Álvarez,LayOff,Burnley v Manchester City
531944,74,BlockedShot,0.9580000305175781,0.49599998474121093,0.10935002565383911,Nathan Aké,a,579,SetPiece,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,,None,Burnley v Manchester City
531945,74,Goal,0.9519999694824218,0.49400001525878906,0.6593173146247864,Rodri,a,2496,SetPiece,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,,Rebound,Burnley v Manchester City
531946,78,BlockedShot,0.8880000305175781,0.6029999923706054,0.13168953359127045,Julián Álvarez,a,10846,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Erling Haaland,Pass,Burnley v Manchester City
531949,85,SavedShot,0.8690000152587891,0.31799999237060544,0.07177942246198654,Julián Álvarez,a,10846,OpenPlay,2023,RightFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Phil Foden,Pass,Burnley v Manchester City
531950,87,MissedShots,0.8219999694824218,0.28399999618530275,0.024144073948264122,Phil Foden,a,6055,SetPiece,2023,LeftFoot,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Julián Álvarez,Pass,Burnley v Manchester City
531951,94,SavedShot,0.9130000305175782,0.5270000076293946,0.11228246241807938,Aymeric Laporte,a,2498,SetPiece,2023,Head,22275,Burnley,Manchester City,0,3,2023-08-11 19:00:00,Julián Álvarez,Cross,Burnley v Manchester City
531993,9,MissedShots,0.95,0.5979999923706054,0.08700478076934814,Eddie Nketiah,h,6482,OpenPlay,2023,Head,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Bukayo Saka,Cross,Arsenal v Nottingham Forest
531995,23,BlockedShot,0.794000015258789,0.5479999923706055,0.03973983973264694,Kai Havertz,h,5220,OpenPlay,2023,LeftFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Gabriel Martinelli,Pass,Arsenal v Nottingham Forest
531996,24,BlockedShot,0.8819999694824219,0.30700000762939456,0.051885101944208145,Bukayo Saka,h,7322,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Thomas Partey,Pass,Arsenal v Nottingham Forest
531997,25,Goal,0.8809999847412109,0.5690000152587891,0.06297741830348969,Eddie Nketiah,h,6482,FromCorner,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Gabriel Martinelli,BallTouch,Arsenal v Nottingham Forest
531998,31,Goal,0.794000015258789,0.375,0.037814829498529434,Bukayo Saka,h,7322,OpenPlay,2023,LeftFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,William Saliba,Pass,Arsenal v Nottingham Forest
531999,37,MissedShots,0.9159999847412109,0.34200000762939453,0.07902981340885162,Eddie Nketiah,h,6482,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,,None,Arsenal v Nottingham Forest
532000,43,SavedShot,0.7180000305175781,0.6309999847412109,0.01737094298005104,Declan Rice,h,5553,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Bukayo Saka,Pass,Arsenal v Nottingham Forest
532001,50,SavedShot,0.750999984741211,0.6509999847412109,0.019561249762773514,Takehiro Tomiyasu,h,7931,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Gabriel Martinelli,Pass,Arsenal v Nottingham Forest
532002,68,BlockedShot,0.8490000152587891,0.2620000076293945,0.036525920033454895,Martin Odegaard,h,2517,OpenPlay,2023,LeftFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Thomas Partey,Pass,Arsenal v Nottingham Forest
532004,75,SavedShot,0.7780000305175782,0.4329999923706055,0.033978916704654694,Declan Rice,h,5553,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Kai Havertz,Pass,Arsenal v Nottingham Forest
532006,80,SavedShot,0.865999984741211,0.5329999923706055,0.06948760896921158,Declan Rice,h,5553,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,,Aerial,Arsenal v Nottingham Forest
532009,84,BlockedShot,0.9430000305175781,0.30100000381469727,0.06931421905755997,Kai Havertz,h,5220,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Martin Odegaard,Pass,Arsenal v Nottingham Forest
532010,86,SavedShot,0.9119999694824219,0.5209999847412109,0.14559100568294525,Bukayo Saka,h,7322,OpenPlay,2023,LeftFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Kai Havertz,Pass,Arsenal v Nottingham Forest
532011,92,BlockedShot,0.7730000305175782,0.625999984741211,0.047283489257097244,Martin Odegaard,h,2517,OpenPlay,2023,LeftFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Leandro Trossard,Pass,Arsenal v Nottingham Forest
532013,97,MissedShots,0.8159999847412109,0.385,0.045054949820041656,Martin Odegaard,h,2517,OpenPlay,2023,LeftFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Bukayo Saka,Pass,Arsenal v Nottingham Forest
531994,10,MissedShots,0.8390000152587891,0.3920000076293945,0.15999659895896912,Brennan Johnson,a,10760,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Willy Boly,BallRecovery,Arsenal v Nottingham Forest
532003,69,BlockedShot,0.7440000152587891,0.7130000305175781,0.0158710777759552,Ola Aina,a,725,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Orel Mangala,TakeOn,Arsenal v Nottingham Forest
532005,77,SavedShot,0.955999984741211,0.47900001525878905,0.08395855873823166,Willy Boly,a,6850,FromCorner,2023,Head,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Morgan Gibbs-White,Aerial,Arsenal v Nottingham Forest
532007,81,Goal,0.95,0.5709999847412109,0.6045634746551514,Taiwo Awoniyi,a,7814,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Anthony Elanga,Pass,Arsenal v Nottingham Forest
532008,82,MissedShots,0.835,0.6409999847412109,0.08266659080982208,Morgan Gibbs-White,a,6857,OpenPlay,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,Anthony Elanga,Pass,Arsenal v Nottingham Forest
532012,94,MissedShots,0.7669999694824219,0.475,0.01924874819815159,Cheikhou Kouyaté,a,532,SetPiece,2023,RightFoot,22276,Arsenal,Nottingham Forest,2,1,2023-08-12 11:30:00,,None,Arsenal v Nottingham Forest
532016,11,MissedShots,0.794000015258789,0.4879999923706055,0.038693517446517944,David Brooks,h,6820,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Dominic Solanke,Pass,Bournemouth v West Ham
532020,25,SavedShot,0.7680000305175781,0.22299999237060547,0.01685369573533535,Ryan Christie,h,10744,FromCorner,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,David Brooks,Pass,Bournemouth v West Ham
532026,40,SavedShot,0.7230000305175781,0.37099998474121093,0.012815321795642376,David Brooks,h,6820,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,None,Bournemouth v West Ham
532027,49,SavedShot,0.8159999847412109,0.3920000076293945,0.017082108184695244,David Brooks,h,6820,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,Aerial,Bournemouth v West Ham
532029,54,SavedShot,0.9580000305175781,0.325,0.24690678715705872,Dominic Solanke,h,1679,OpenPlay,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Max Aarons,Throughball,Bournemouth v West Ham
532032,60,BlockedShot,0.8030000305175782,0.2720000076293945,0.06008746847510338,Philip Billing,h,6034,DirectFreekick,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,Standard,Bournemouth v West Ham
532033,64,ShotOnPost,0.785,0.6840000152587891,0.025902098044753075,Joe Rothwell,h,561,FromCorner,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Ryan Christie,TakeOn,Bournemouth v West Ham
532035,70,MissedShots,0.8030000305175782,0.34599998474121096,0.024953393265604973,David Brooks,h,6820,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Philip Billing,Pass,Bournemouth v West Ham
532036,74,MissedShots,0.8809999847412109,0.624000015258789,0.02138555236160755,Philip Billing,h,6034,SetPiece,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Joe Rothwell,Cross,Bournemouth v West Ham
532037,76,BlockedShot,0.8869999694824219,0.49400001525878906,0.042668137699365616,Kieffer Moore,h,10743,OpenPlay,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Dominic Solanke,Chipped,Bournemouth v West Ham
532038,77,MissedShots,0.8830000305175781,0.5929999923706055,0.03189890831708908,Dominic Solanke,h,1679,OpenPlay,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Milos Kerkez,Cross,Bournemouth v West Ham
532039,81,MissedShots,0.7830000305175782,0.37099998474121093,0.025760043412446976,Antoine Semenyo,h,11363,OpenPlay,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,None,Bournemouth v West Ham
532040,81,Goal,0.965,0.45099998474121095,0.9294283986091614,Dominic Solanke,h,1679,OpenPlay,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,TakeOn,Bournemouth v West Ham
532043,88,BlockedShot,0.725,0.42700000762939455,0.015813298523426056,Antoine Semenyo,h,11363,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Chris Mepham,BallRecovery,Bournemouth v West Ham
532014,2,MissedShots,0.8390000152587891,0.6329999923706054,0.0491863414645195,Pablo Fornals,a,2335,OpenPlay,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,None,Bournemouth v West Ham
532015,4,MissedShots,0.7380000305175781,0.6370000076293946,0.02762310765683651,Jarrod Bowen,a,1776,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,BallRecovery,Bournemouth v West Ham
532017,16,BlockedShot,0.865,0.41900001525878905,0.15818184614181519,Jarrod Bowen,a,1776,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Said Benrahma,TakeOn,Bournemouth v West Ham
532018,18,MissedShots,0.9719999694824218,0.4909999847412109,0.5839354395866394,Tomas Soucek,a,8288,FromCorner,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Jarrod Bowen,Aerial,Bournemouth v West Ham
532019,23,MissedShots,0.955999984741211,0.38,0.013436351902782917,Tomas Soucek,a,8288,FromCorner,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Jarrod Bowen,Aerial,Bournemouth v West Ham
532021,28,MissedShots,0.765,0.585,0.020084649324417114,Pablo Fornals,a,2335,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Said Benrahma,Pass,Bournemouth v West Ham
532022,34,BlockedShot,0.9590000152587891,0.42200000762939455,0.04525599628686905,Lucas Paquetá,a,7365,FromCorner,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Jarrod Bowen,Aerial,Bournemouth v West Ham
532023,34,MissedShots,0.735,0.655,0.019933605566620827,Said Benrahma,a,3585,OpenPlay,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Lucas Paquetá,Pass,Bournemouth v West Ham
532024,36,MissedShots,0.875999984741211,0.49700000762939456,0.04263020679354668,Jarrod Bowen,a,1776,OpenPlay,2023,OtherBodyPart,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Vladimir Coufal,Cross,Bournemouth v West Ham
532025,36,SavedShot,0.9180000305175782,0.5720000076293945,0.13321448862552643,Said Benrahma,a,3585,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Pablo Fornals,Pass,Bournemouth v West Ham
532028,50,Goal,0.7709999847412109,0.445,0.03021552599966526,Jarrod Bowen,a,1776,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Tomas Soucek,Pass,Bournemouth v West Ham
532030,55,MissedShots,0.86,0.6020000076293945,0.043874774128198624,Lucas Paquetá,a,7365,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Emerson,Chipped,Bournemouth v West Ham
532031,55,BlockedShot,0.8909999847412109,0.5309999847412109,0.048392847180366516,Jarrod Bowen,a,1776,OpenPlay,2023,Head,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Emerson,Aerial,Bournemouth v West Ham
532034,69,BlockedShot,0.9390000152587891,0.3220000076293945,0.08082238584756851,Jarrod Bowen,a,1776,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Vladimir Coufal,Pass,Bournemouth v West Ham
532041,83,BlockedShot,0.88,0.355,0.12314949184656143,Danny Ings,a,986,OpenPlay,2023,RightFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,Lucas Paquetá,Throughball,Bournemouth v West Ham
532042,84,ShotOnPost,0.865,0.64,0.06345885992050171,Lucas Paquetá,a,7365,OpenPlay,2023,LeftFoot,22277,Bournemouth,West Ham,1,1,2023-08-12 14:00:00,,BallTouch,Bournemouth v West Ham
532044,1,MissedShots,0.8769999694824219,0.509000015258789,0.030197013169527054,Lewis Dunk,h,6048,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Cross,Brighton v Luton
532045,2,MissedShots,0.9280000305175782,0.43200000762939456,0.08002118766307831,Lewis Dunk,h,6048,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Mahmoud Dahoud,Cross,Brighton v Luton
532046,4,MissedShots,0.8930000305175781,0.4909999847412109,0.4237302839756012,João Pedro,h,8272,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass,Brighton v Luton
532047,7,MissedShots,0.725,0.6880000305175781,0.012145270593464375,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,João Pedro,Pass,Brighton v Luton
532048,13,MissedShots,0.9130000305175782,0.45299999237060545,0.11489401012659073,Pascal Groß,h,239,OpenPlay,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Cross,Brighton v Luton
532049,17,BlockedShot,0.7019999694824218,0.385,0.013333537615835667,Solly March,h,6049,SetPiece,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass,Brighton v Luton
532050,17,BlockedShot,0.8569999694824219,0.675,0.04104902967810631,Estupiñán,h,5136,SetPiece,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass,Brighton v Luton
532051,19,SavedShot,0.914000015258789,0.285,0.04096674174070358,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Solly March,Pass,Brighton v Luton
532053,25,MissedShots,0.7680000305175781,0.639000015258789,0.02095428667962551,Mahmoud Dahoud,h,205,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass,Brighton v Luton
532055,32,MissedShots,0.8480000305175781,0.7319999694824219,0.01998881623148918,Kaoru Mitoma,h,10806,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Chipped,Brighton v Luton
532057,35,Goal,0.9390000152587891,0.47,0.45607027411460876,Solly March,h,6049,OpenPlay,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Cross,Brighton v Luton
532060,38,ShotOnPost,0.8630000305175781,0.505,0.11525235325098038,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Pass,Brighton v Luton
532061,39,SavedShot,0.740999984741211,0.6459999847412109,0.022851424291729927,Estupiñán,h,5136,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Mahmoud Dahoud,Pass,Brighton v Luton
532062,41,BlockedShot,0.8830000305175781,0.5070000076293946,0.12404989451169968,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass,Brighton v Luton
532063,41,BlockedShot,0.749000015258789,0.4779999923706055,0.0221095010638237,Mahmoud Dahoud,h,205,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,Rebound,Brighton v Luton
532065,46,SavedShot,0.855999984741211,0.52,0.025739125907421112,Jan Paul van Hecke,h,10807,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Cross,Brighton v Luton
532066,47,BlockedShot,0.855999984741211,0.6,0.10012907534837723,João Pedro,h,8272,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass,Brighton v Luton
532067,51,ShotOnPost,0.8719999694824219,0.8009999847412109,0.017942124977707863,Pascal Groß,h,239,SetPiece,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Solly March,Pass,Brighton v Luton
532068,62,SavedShot,0.919000015258789,0.5970000076293945,0.12647263705730438,Solly March,h,6049,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass,Brighton v Luton
532069,70,Goal,0.885,0.5,0.7611688375473022,João Pedro,h,8272,Penalty,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,Standard,Brighton v Luton
532071,83,SavedShot,0.7780000305175782,0.3160000038146973,0.027275795117020607,Billy Gilmour,h,7988,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,None,Brighton v Luton
532072,84,SavedShot,0.9130000305175782,0.6769999694824219,0.06968338042497635,Estupiñán,h,5136,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Evan Ferguson,TakeOn,Brighton v Luton
532073,84,Goal,0.955999984741211,0.41900001525878905,0.49286147952079773,Simon Adingra,h,11710,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,BallRecovery,Brighton v Luton
532074,85,ShotOnPost,0.8530000305175781,0.63,0.08076441287994385,Evan Ferguson,h,10177,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Pass,Brighton v Luton
532075,86,SavedShot,0.925,0.5879999923706055,0.14037765562534332,João Pedro,h,8272,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass,Brighton v Luton
532076,88,SavedShot,0.955999984741211,0.5679999923706055,0.26246532797813416,Pascal Groß,h,239,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,TakeOn,Brighton v Luton
532079,94,Goal,0.9669999694824218,0.4620000076293945,0.7277309894561768,Evan Ferguson,h,10177,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Pass,Brighton v Luton
532052,22,MissedShots,0.9590000152587891,0.5479999923706055,0.836603045463562,Pelly Ruddock Mpanzu,a,11716,OpenPlay,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Issa Kabore,Aerial,Brighton v Luton
532054,28,BlockedShot,0.8580000305175781,0.7080000305175781,0.06660162657499313,Pelly Ruddock Mpanzu,a,11716,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Elijah Adebayo,Pass,Brighton v Luton
532056,33,BlockedShot,0.7330000305175781,0.40900001525878904,0.013922066427767277,Marvelous Nakamba,a,8040,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,None,Brighton v Luton
532058,36,SavedShot,0.92,0.585,0.050992317497730255,Carlton Morris,a,11717,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Ryan John Giles,Cross,Brighton v Luton
532059,37,MissedShots,0.7469999694824219,0.4209999847412109,0.01918305829167366,Issa Kabore,a,9619,FromCorner,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Marvelous Nakamba,Pass,Brighton v Luton
532064,45,MissedShots,0.9259999847412109,0.549000015258789,0.04231686517596245,Carlton Morris,a,11717,OpenPlay,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Ryan John Giles,Aerial,Brighton v Luton
532070,80,Goal,0.885,0.5,0.7611688375473022,Carlton Morris,a,11717,Penalty,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,Standard,Brighton v Luton
532077,91,SavedShot,0.8640000152587891,0.5179999923706055,0.044230684638023376,Jacob Brown,a,11720,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Cauley Woodrow,HeadPass,Brighton v Luton
532078,92,MissedShots,0.9230000305175782,0.4909999847412109,0.05091724917292595,Carlton Morris,a,11717,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Cauley Woodrow,Aerial,Brighton v Luton
532080,0,MissedShots,0.8640000152587891,0.27,0.07180008292198181,Neal Maupay,h,3621,OpenPlay,2023,RightFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,Abdoulaye Doucouré,BallRecovery,Everton v Fulham
532082,4,SavedShot,0.88,0.4929999923706055,0.457674115896225,Abdoulaye Doucouré,h,1726,OpenPlay,2023,RightFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,Amadou Onana,Pass,Everton v Fulham
532083,17,BlockedShot,0.8519999694824218,0.649000015258789,0.07272406667470932,Alex Iwobi,h,500,OpenPlay,2023,RightFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,Amadou Onana,Pass,Everton v Fulham
532084,18,BlockedShot,0.8,0.6270000076293946,0.02941899560391903,Idrissa Gueye,h,668,FromCorner,2023,RightFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,James Garner,Cross,Everton v Fulham
532085,20,MissedShots,0.8109999847412109,0.5690000152587891,0.13353370130062103,Alex Iwobi,h,500,OpenPlay,2023,RightFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,Neal Maupay,TakeOn,Everton v Fulham
532086,33,SavedShot,0.9619999694824218,0.495,0.5802212953567505,Neal Maupay,h,3621,OpenPlay,2023,LeftFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,Abdoulaye Doucouré,BallTouch,Everton v Fulham
532087,40,SavedShot,0.850999984741211,0.3,0.026149267330765724,Amadou Onana,h,9667,OpenPlay,2023,RightFoot,22279,Everton,Fulham,0,1,2023-08-12 14:00:00,Alex Iwobi,Chipped,Everton v Fulham
